blockchain,layer,creator_address,date,display_name_lower,is_op_chain,mainnet_chain_id,op_based_version,alignment,chain_name,display_name
op chains,Aggregate,1368,2023-10-21,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-21,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2103,2023-10-21,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9198,2023-10-21,l1s,False,,,Other EVMs,,L1s
gnosis,L1,115,2023-10-21,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,146,2023-10-21,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3762,2023-10-21,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-21,celo,False,,,Other EVMs,,Celo
bnb,L1,3035,2023-10-21,bnb,False,,,Other EVMs,,BNB
base,L2,892,2023-10-21,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,369,2023-10-21,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,970,2023-10-21,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10798,2023-10-21,all,False,,,Other EVMs,,All
zora,L2,34,2023-10-20,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2681,2023-10-20,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,586,2023-10-20,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1460,2023-10-20,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-20,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2214,2023-10-20,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9326,2023-10-20,l1s,False,,,Other EVMs,,L1s
gnosis,L1,117,2023-10-20,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,150,2023-10-20,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3781,2023-10-20,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,70,2023-10-20,celo,False,,,Other EVMs,,Celo
bnb,L1,3071,2023-10-20,bnb,False,,,Other EVMs,,BNB
base,L2,971,2023-10-20,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,379,2023-10-20,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,992,2023-10-20,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10965,2023-10-20,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-19,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2664,2023-10-19,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,587,2023-10-19,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1473,2023-10-19,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-19,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2250,2023-10-19,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9322,2023-10-19,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-19,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,148,2023-10-19,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3796,2023-10-19,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,69,2023-10-19,celo,False,,,Other EVMs,,Celo
bnb,L1,3082,2023-10-19,bnb,False,,,Other EVMs,,BNB
base,L2,974,2023-10-19,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,378,2023-10-19,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1018,2023-10-19,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10995,2023-10-19,all,False,,,Other EVMs,,All
zora,L2,36,2023-10-18,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2651,2023-10-18,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,577,2023-10-18,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1471,2023-10-18,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-18,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2255,2023-10-18,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9293,2023-10-18,l1s,False,,,Other EVMs,,L1s
gnosis,L1,116,2023-10-18,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,148,2023-10-18,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3783,2023-10-18,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,71,2023-10-18,celo,False,,,Other EVMs,,Celo
bnb,L1,3079,2023-10-18,bnb,False,,,Other EVMs,,BNB
base,L2,977,2023-10-18,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,377,2023-10-18,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1019,2023-10-18,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,10970,2023-10-18,all,False,,,Other EVMs,,All
zora,L2,32,2023-10-17,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2654,2023-10-17,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,587,2023-10-17,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1500,2023-10-17,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-17,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2280,2023-10-17,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9323,2023-10-17,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-17,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,151,2023-10-17,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3789,2023-10-17,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,70,2023-10-17,celo,False,,,Other EVMs,,Celo
bnb,L1,3117,2023-10-17,bnb,False,,,Other EVMs,,BNB
base,L2,1004,2023-10-17,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,382,2023-10-17,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1012,2023-10-17,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11020,2023-10-17,all,False,,,Other EVMs,,All
zora,L2,30,2023-10-16,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2661,2023-10-16,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,587,2023-10-16,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1508,2023-10-16,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-16,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2291,2023-10-16,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9391,2023-10-16,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-16,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,152,2023-10-16,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3837,2023-10-16,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,71,2023-10-16,celo,False,,,Other EVMs,,Celo
bnb,L1,3114,2023-10-16,bnb,False,,,Other EVMs,,BNB
base,L2,1011,2023-10-16,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,376,2023-10-16,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1017,2023-10-16,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11103,2023-10-16,all,False,,,Other EVMs,,All
zora,L2,30,2023-10-15,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2620,2023-10-15,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,575,2023-10-15,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1491,2023-10-15,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-15,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2265,2023-10-15,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9305,2023-10-15,l1s,False,,,Other EVMs,,L1s
gnosis,L1,110,2023-10-15,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,152,2023-10-15,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3810,2023-10-15,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-10-15,celo,False,,,Other EVMs,,Celo
bnb,L1,3087,2023-10-15,bnb,False,,,Other EVMs,,BNB
base,L2,1002,2023-10-15,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,367,2023-10-15,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1005,2023-10-15,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11000,2023-10-15,all,False,,,Other EVMs,,All
zora,L2,30,2023-10-14,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2621,2023-10-14,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,574,2023-10-14,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1492,2023-10-14,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-14,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2268,2023-10-14,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9359,2023-10-14,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-14,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,150,2023-10-14,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3848,2023-10-14,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,67,2023-10-14,celo,False,,,Other EVMs,,Celo
bnb,L1,3095,2023-10-14,bnb,False,,,Other EVMs,,BNB
base,L2,1005,2023-10-14,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,364,2023-10-14,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1007,2023-10-14,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11061,2023-10-14,all,False,,,Other EVMs,,All
zora,L2,31,2023-10-13,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2672,2023-10-13,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,579,2023-10-13,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1503,2023-10-13,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-13,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2286,2023-10-13,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9489,2023-10-13,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-13,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,149,2023-10-13,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3913,2023-10-13,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-13,celo,False,,,Other EVMs,,Celo
bnb,L1,3130,2023-10-13,bnb,False,,,Other EVMs,,BNB
base,L2,1013,2023-10-13,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,366,2023-10-13,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1018,2023-10-13,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11203,2023-10-13,all,False,,,Other EVMs,,All
zora,L2,30,2023-10-12,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2650,2023-10-12,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,586,2023-10-12,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1508,2023-10-12,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-12,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2301,2023-10-12,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9476,2023-10-12,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-12,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,149,2023-10-12,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3924,2023-10-12,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,67,2023-10-12,celo,False,,,Other EVMs,,Celo
bnb,L1,3132,2023-10-12,bnb,False,,,Other EVMs,,BNB
base,L2,1015,2023-10-12,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,369,2023-10-12,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1032,2023-10-12,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11199,2023-10-12,all,False,,,Other EVMs,,All
zora,L2,29,2023-10-11,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2660,2023-10-11,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,577,2023-10-11,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1495,2023-10-11,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-11,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2283,2023-10-11,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9477,2023-10-11,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-11,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,144,2023-10-11,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3927,2023-10-11,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-10-11,celo,False,,,Other EVMs,,Celo
bnb,L1,3123,2023-10-11,bnb,False,,,Other EVMs,,BNB
base,L2,1013,2023-10-11,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,365,2023-10-11,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1025,2023-10-11,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11197,2023-10-11,all,False,,,Other EVMs,,All
zora,L2,32,2023-10-10,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2657,2023-10-10,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,586,2023-10-10,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1511,2023-10-10,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-10,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2297,2023-10-10,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9482,2023-10-10,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-10,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,141,2023-10-10,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3935,2023-10-10,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,65,2023-10-10,celo,False,,,Other EVMs,,Celo
bnb,L1,3142,2023-10-10,bnb,False,,,Other EVMs,,BNB
base,L2,1026,2023-10-10,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,371,2023-10-10,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1031,2023-10-10,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11221,2023-10-10,all,False,,,Other EVMs,,All
zora,L2,30,2023-10-09,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2661,2023-10-09,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,577,2023-10-09,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1508,2023-10-09,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-09,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2287,2023-10-09,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9498,2023-10-09,l1s,False,,,Other EVMs,,L1s
gnosis,L1,112,2023-10-09,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,139,2023-10-09,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3940,2023-10-09,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-10-09,celo,False,,,Other EVMs,,Celo
bnb,L1,3157,2023-10-09,bnb,False,,,Other EVMs,,BNB
base,L2,1030,2023-10-09,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,358,2023-10-09,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1020,2023-10-09,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11223,2023-10-09,all,False,,,Other EVMs,,All
zora,L2,31,2023-10-08,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2621,2023-10-08,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,561,2023-10-08,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1488,2023-10-08,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-08,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2264,2023-10-08,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9444,2023-10-08,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-08,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,136,2023-10-08,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3930,2023-10-08,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,62,2023-10-08,celo,False,,,Other EVMs,,Celo
bnb,L1,3141,2023-10-08,bnb,False,,,Other EVMs,,BNB
base,L2,1020,2023-10-08,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,354,2023-10-08,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1011,2023-10-08,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11162,2023-10-08,all,False,,,Other EVMs,,All
zora,L2,31,2023-10-07,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2631,2023-10-07,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,551,2023-10-07,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1484,2023-10-07,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-07,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2258,2023-10-07,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9491,2023-10-07,l1s,False,,,Other EVMs,,L1s
gnosis,L1,110,2023-10-07,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,137,2023-10-07,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3943,2023-10-07,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,66,2023-10-07,celo,False,,,Other EVMs,,Celo
bnb,L1,3151,2023-10-07,bnb,False,,,Other EVMs,,BNB
base,L2,1025,2023-10-07,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,351,2023-10-07,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1006,2023-10-07,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11206,2023-10-07,all,False,,,Other EVMs,,All
zora,L2,32,2023-10-06,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2660,2023-10-06,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,560,2023-10-06,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1492,2023-10-06,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-06,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2276,2023-10-06,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9614,2023-10-06,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-06,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,138,2023-10-06,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,3995,2023-10-06,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-06,celo,False,,,Other EVMs,,Celo
bnb,L1,3209,2023-10-06,bnb,False,,,Other EVMs,,BNB
base,L2,1029,2023-10-06,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,360,2023-10-06,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1024,2023-10-06,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11333,2023-10-06,all,False,,,Other EVMs,,All
zora,L2,32,2023-10-05,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2661,2023-10-05,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,566,2023-10-05,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1509,2023-10-05,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-05,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2293,2023-10-05,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9687,2023-10-05,l1s,False,,,Other EVMs,,L1s
gnosis,L1,114,2023-10-05,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,138,2023-10-05,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4038,2023-10-05,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-05,celo,False,,,Other EVMs,,Celo
bnb,L1,3232,2023-10-05,bnb,False,,,Other EVMs,,BNB
base,L2,1039,2023-10-05,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,357,2023-10-05,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1026,2023-10-05,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11416,2023-10-05,all,False,,,Other EVMs,,All
zora,L2,31,2023-10-04,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2665,2023-10-04,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,565,2023-10-04,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1513,2023-10-04,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-04,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2306,2023-10-04,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9757,2023-10-04,l1s,False,,,Other EVMs,,L1s
gnosis,L1,111,2023-10-04,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,137,2023-10-04,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4100,2023-10-04,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-04,celo,False,,,Other EVMs,,Celo
bnb,L1,3269,2023-10-04,bnb,False,,,Other EVMs,,BNB
base,L2,1045,2023-10-04,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,335,2023-10-04,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1036,2023-10-04,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11499,2023-10-04,all,False,,,Other EVMs,,All
zora,L2,26,2023-10-03,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2678,2023-10-03,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,558,2023-10-03,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1482,2023-10-03,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-03,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2282,2023-10-03,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9787,2023-10-03,l1s,False,,,Other EVMs,,L1s
gnosis,L1,108,2023-10-03,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,139,2023-10-03,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4106,2023-10-03,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-03,celo,False,,,Other EVMs,,Celo
bnb,L1,3303,2023-10-03,bnb,False,,,Other EVMs,,BNB
base,L2,1022,2023-10-03,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,329,2023-10-03,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1041,2023-10-03,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11504,2023-10-03,all,False,,,Other EVMs,,All
zora,L2,25,2023-10-02,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2668,2023-10-02,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,557,2023-10-02,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1480,2023-10-02,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-02,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2284,2023-10-02,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9815,2023-10-02,l1s,False,,,Other EVMs,,L1s
gnosis,L1,108,2023-10-02,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,140,2023-10-02,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4091,2023-10-02,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,68,2023-10-02,celo,False,,,Other EVMs,,Celo
bnb,L1,3356,2023-10-02,bnb,False,,,Other EVMs,,BNB
base,L2,1020,2023-10-02,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,327,2023-10-02,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1050,2023-10-02,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11535,2023-10-02,all,False,,,Other EVMs,,All
zora,L2,24,2023-10-01,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2645,2023-10-01,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,537,2023-10-01,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1451,2023-10-01,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-10-01,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2244,2023-10-01,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9764,2023-10-01,l1s,False,,,Other EVMs,,L1s
gnosis,L1,106,2023-10-01,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,141,2023-10-01,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4069,2023-10-01,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-10-01,celo,False,,,Other EVMs,,Celo
bnb,L1,3350,2023-10-01,bnb,False,,,Other EVMs,,BNB
base,L2,1005,2023-10-01,base,True,8453.0,modern,OP Chain,base,Base
avalanche_c,L1,325,2023-10-01,avalanche c-chain,False,,,Other EVMs,,Avalanche C-Chain
arbitrum,L2,1037,2023-10-01,arbitrum one,False,,,Other EVMs,,Arbitrum One
all,Aggregate,11464,2023-10-01,all,False,,,Other EVMs,,All
zora,L2,24,2023-09-30,zora,True,7777777.0,modern,OP Chain,zora,Zora
polygon,L1,2620,2023-09-30,polygon pos,False,,,Other EVMs,,Polygon PoS
optimism,L2,524,2023-09-30,op mainnet,True,10.0,modern,OP Chain,op,OP Mainnet
op chains,Aggregate,1445,2023-09-30,op chains,False,,,Other EVMs,,OP Chains
l3,Aggregate,0,2023-09-30,l3s,False,,,Other EVMs,,L3s
l2,Aggregate,2239,2023-09-30,l2s,False,,,Other EVMs,,L2s
l1,Aggregate,9781,2023-09-30,l1s,False,,,Other EVMs,,L1s
gnosis,L1,109,2023-09-30,gnosis,False,,,Other EVMs,,Gnosis
fantom,L1,145,2023-09-30,fantom,False,,,Other EVMs,,Fantom
ethereum,L1,4093,2023-09-30,ethereum,False,,,Other EVMs,,Ethereum
celo,L1,64,2023-09-30,celo,False,,,Other EVMs,,Celo
